AGE,GENDER,POLICYSTATUS,CATEGORY,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,INFLATIONRATE,SUMASSURED,PREMIUM
61,1,0,1,1,18,1.15,1.46,23000000,20125000
62,1,0,1,1,15,1.15,1.46,23000000,20125000
51,1,0,1,1,25,1.3,1.46,40000000,20000000
58,1,0,1,1,23,1.15,1.46,30000000,20000000
68,0,0,1,1,15,1.05,1.46,20000000,19878307
65,1,0,1,1,16,1.05,1.46,20000000,19878307
64,1,0,1,1,18,1.05,1.46,20000000,19878307
66,1,0,1,1,20,1.15,1.46,23800000,19833333
58,1,0,1,1,24,1.15,1.46,25000000,19791667
68,1,0,1,1,15,1.15,1.46,25000000,19791667
62,1,0,1,1,18,1.05,1.46,20000000,19750719
50,1,0,1,1,24,1.05,1.46,20000000,19663744
66,1,0,1,1,17,1.15,1.46,23500000,19583333
57,1,0,1,1,25,1.15,1.46,26000000,19500000
61,1,0,1,1,17,1.05,1.46,20000000,19396617
69,1,0,1,1,17,1.15,1.46,24500000,19395833
56,1,0,1,1,28,1.05,1.46,19500000,19381349
66,1,0,1,1,17,1.05,1.46,19500000,19256951
52,1,0,1,1,26,1.15,1.46,22000000,19250000
70,1,0,1,1,20,1.15,1.46,21000000,19250000
61,1,0,1,1,15,1.15,1.46,20000000,19166667
56,1,0,1,1,30,1.15,1.46,23000000,19166667
66,1,0,1,1,16,1.15,1.46,20000000,19166667
68,1,0,1,1,20,1.05,1.46,19000000,18884391
65,1,0,1,1,19,1.05,1.46,18900000,18785000
70,1,0,1,1,15,1.05,1.46,19000000,18763183
56,1,0,1,1,30,1.15,1.46,25000000,18750000
57,0,0,1,1,23,1.06,1.46,6906900,18628677
63,1,0,1,1,15,1.05,1.46,19000000,18510584
59,1,0,1,1,29,1.15,1.46,21000000,18375000
60,1,0,1,1,18,1.15,1.46,24500000,18375000
66,1,0,1,1,17,1.05,1.46,19000000,18334285
56,1,0,1,1,24,1.15,1.46,22000000,18333333
66,1,0,1,1,16,1.15,1.46,20000000,18333333
69,1,0,1,1,17,1.15,1.46,22000000,18333333
53,1,0,1,1,24,1.15,1.46,20000000,18333333
68,1,0,1,1,17,1.15,1.46,20000000,18333333
66,1,0,1,1,19,1.15,1.46,31000000,18226505
58,1,0,1,1,22,1.15,1.46,23000000,18208333
55,1,0,1,1,21,1.05,1.46,18400000,18090644
66,0,0,1,1,15,1.15,1.46,22800000,18050000
53,0,0,1,1,27,1.05,1.46,19000000,17826263
61,0,0,1,1,19,1.05,1.46,18000000,17817041
59,1,0,1,1,30,1.05,1.46,17900000,17791084
64,1,0,1,1,17,1.15,1.46,25000000,17708333
68,1,0,1,1,16,1.05,1.46,18200000,17703065
53,1,0,1,1,29,1.05,1.46,18000000,17697369
51,1,0,1,1,21,1.05,1.46,18000000,17508525
70,1,0,1,1,19,1.15,1.46,21000000,17500000
57,1,0,1,1,30,1.15,1.46,20000000,17500000
57,1,0,1,1,28,1.15,1.46,20000000,17500000
52,1,0,1,1,28,1.15,1.46,21000000,17500000
53,0,0,1,1,29,1.05,1.46,18000000,17488929
67,1,0,1,1,18,1.05,1.46,17700000,17479386
53,1,0,1,1,20,1.15,1.46,22000000,17416667
60,1,0,1,1,20,1.05,1.46,18500000,17416099
62,0,0,1,1,15,1.05,1.46,17500000,17281879
63,1,0,1,1,17,1.05,1.46,17300000,17247926
56,1,0,1,1,27,1.05,1.46,17500000,17210253
68,1,0,1,1,15,1.05,1.46,17500000,17210253
53,1,0,1,1,25,0.15,1.46,825011250,16930425
63,1,0,1,1,15,1.05,1.46,17000000,16896561
67,0,0,1,1,16,1.05,1.46,17600000,16888638
55,0,0,1,1,21,1.05,1.46,17000000,16788111
63,1,0,1,1,19,1.05,1.46,17000000,16788111
64,1,0,1,1,18,1.05,1.46,17000000,16788111
66,1,0,1,1,20,1.05,1.46,17000000,16718532
53,1,0,1,1,30,1.05,1.46,17000000,16718532
63,1,0,1,1,16,1.05,1.46,17000000,16718532
56,1,0,1,1,21,1.05,1.46,17000000,16714182
52,1,0,1,1,30,1.05,1.46,17000000,16714182
54,0,0,1,1,27,1.05,1.46,16800000,16697778
62,1,0,1,1,18,1.05,1.46,16800000,16697778
52,1,0,1,1,25,1.05,1.46,16800000,16697778
56,1,0,1,1,25,1.05,1.46,17000000,16667356
61,1,0,1,1,18,1.15,1.46,20000000,16666667
64,1,0,1,1,15,1.15,1.46,20000000,16666667
65,1,0,1,1,18,1.15,1.46,20000000,16666667
57,1,0,1,1,22,1.15,1.46,25000000,16666667
58,1,0,1,1,23,1.15,1.46,20000000,16666667
54,1,0,1,1,21,1.15,1.46,17370000,16646250
53,1,0,1,1,23,1.15,1.46,21000000,16625000
63,1,0,1,1,19,1.05,1.46,17500000,16577697
70,1,0,1,1,20,1.05,1.46,17000000,16535829
57,1,0,1,1,23,1.05,1.46,17000000,16487099
54,1,0,1,1,28,1.15,1.46,17200000,16483333
55,1,0,1,1,24,1.05,1.46,17000000,16442034
68,1,0,1,1,17,1.05,1.46,16500000,16399603
51,1,0,1,1,29,1.05,1.46,17000000,16396970
59,1,0,1,1,25,1.05,1.46,17000000,16312889
61,1,0,1,1,19,1.05,1.46,16500000,16294343
62,1,0,1,1,17,1.15,1.46,17000000,16291667
61,1,0,1,1,20,1.15,1.46,17000000,16291667
59,1,0,1,1,22,1.15,1.46,17000000,16291667
60,1,0,1,1,16,1.15,1.46,17000000,16291667
52,1,0,1,1,20,1.15,1.46,17000000,16291667
62,1,0,1,1,20,1.15,1.46,17000000,16291667
62,1,0,1,1,18,1.15,1.46,17000000,16291667
64,1,0,1,1,17,1.15,1.46,17000000,16208735
69,1,0,1,1,18,1.15,1.46,18500000,16187500
52,1,0,1,1,27,1.15,1.46,18500000,16187500
62,1,0,1,1,16,1.05,1.46,16500000,16177140
63,1,0,1,1,16,1.05,1.46,16000000,15902645
53,1,0,1,1,28,1.15,1.46,17300000,15858333
65,0,0,1,1,20,1.15,1.46,20000000,15833333
56,1,0,1,1,24,1.15,1.46,20000000,15833333
56,1,0,1,1,28,1.15,1.46,20000000,15833333
62,1,0,1,1,17,1.15,1.46,20000000,15833333
66,1,0,1,1,17,1.15,1.46,20000000,15833333
67,1,0,1,1,19,1.15,1.46,20000000,15833333
64,1,0,1,1,16,1.15,1.46,18000000,15750000
66,1,0,1,1,17,1.15,1.46,21000000,15750000
59,1,0,1,1,29,1.05,1.46,15800000,15603068
69,1,0,1,1,20,1.15,1.46,17000000,15583333
59,1,0,1,1,22,1.15,1.46,17000000,15583333
69,1,0,1,1,15,1.15,1.46,22000000,15583333
69,1,0,1,1,17,1.15,1.46,17000000,15583333
50,1,0,1,1,20,1.15,1.46,17000000,15583333
64,1,0,1,1,18,1.15,1.46,17000000,15583333
64,1,0,1,1,19,1.15,1.46,17000000,15583333
60,1,0,1,1,16,1.15,1.46,17000000,15583333
67,1,0,1,1,15,1.05,1.46,16700000,15520966
57,1,0,1,1,30,1.05,1.46,15600000,15505079
66,1,0,1,1,16,1.15,1.46,16900000,15491667
63,1,0,1,1,16,1.15,1.46,16900000,15491667
69,1,0,1,1,17,1.15,1.46,16900000,15491667
53,1,0,1,1,23,1.15,1.46,16900000,15491667
59,1,0,1,1,28,1.15,1.46,19500000,15437500
57,1,0,1,1,26,1.05,1.46,15500000,15405688
63,1,0,1,1,15,1.05,1.46,15500000,15405688
55,1,0,1,1,24,1.15,1.46,16750000,15354167
50,1,0,1,1,29,1.15,1.46,16000000,15333333
60,1,0,1,1,16,1.15,1.46,15800000,15141667
58,1,0,1,1,25,1.15,1.46,16500000,15125000
67,1,0,1,1,19,1.15,1.46,16500000,15125000
53,1,0,1,1,22,1.05,1.46,15200000,15073177
61,1,0,1,1,16,1.05,1.46,15300000,15046679
64,0,0,1,1,19,1.05,1.46,16000000,15011590
50,1,0,1,1,23,1.15,1.46,20000000,15000000
65,1,0,1,1,16,1.15,1.46,18000000,15000000
59,1,0,1,1,29,1.15,1.46,18000000,15000000
52,1,0,1,1,23,1.05,1.46,15000000,14954849
60,1,0,1,1,15,1.05,1.46,15000000,14908730
60,1,0,1,1,17,1.05,1.46,15000000,14908730
70,1,0,1,1,15,1.05,1.46,15000000,14908730
59,1,0,1,1,24,1.05,1.46,15000000,14908730
53,1,0,1,1,23,1.15,1.46,17000000,14875000
66,1,0,1,1,17,1.05,1.46,15000000,14874846
61,1,0,1,1,15,1.05,1.46,15500000,14873516
59,1,0,1,1,28,1.15,1.46,15470000,14825417
55,1,0,1,1,27,1.05,1.46,15000000,14813039
62,0,0,1,1,18,1.05,1.46,15000000,14811177
53,1,0,1,1,29,1.05,1.46,15000000,14811177
63,1,0,1,1,17,1.05,1.46,15000000,14811177
55,1,0,1,1,30,1.15,1.46,16900000,14787500
69,1,0,1,1,16,1.15,1.46,16900000,14787500
65,1,0,1,1,18,1.05,1.46,15000000,14786016
70,1,0,1,1,17,1.05,1.46,15000000,14785480
66,1,0,1,1,20,1.05,1.46,15000000,14771665
50,1,0,1,1,28,1.05,1.46,15000000,14706490
62,1,0,1,1,17,1.05,1.46,15000000,14706490
70,1,0,1,1,16,1.15,1.46,16000000,14666667
62,0,0,1,1,20,1.05,1.46,15000000,14664511
63,1,0,1,1,15,1.15,1.46,15300000,14662500
70,1,0,1,1,16,1.05,1.46,15000000,14649112
59,1,0,1,1,21,1.05,1.46,15000000,14613619
66,1,0,1,1,19,1.15,1.46,16700000,14612500
55,1,0,1,1,22,1.15,1.46,16500000,14437500
58,1,0,1,1,21,1.15,1.46,16500000,14437500
56,1,0,1,1,26,1.05,1.46,15000000,14428152
70,1,0,1,1,16,1.05,1.46,14500000,14417686
59,1,0,1,1,26,1.05,1.46,15000000,14416061
53,1,0,1,1,21,1.15,1.46,15700000,14391667
69,1,0,1,1,15,1.15,1.46,15000000,14375000
52,1,0,1,1,29,1.15,1.46,16400000,14350000
57,1,0,1,1,23,1.05,1.46,14500000,14319271
56,1,0,1,1,24,1.05,1.46,14500000,14319271
69,1,0,1,1,15,1.05,1.46,14500000,14317471
50,1,0,1,1,28,1.15,1.46,16350000,14306250
66,1,0,1,1,20,1.15,1.46,15560000,14263333
67,1,0,1,1,15,1.15,1.46,18000000,14250000
51,1,0,1,1,28,1.15,1.46,18000000,14250000
65,1,0,1,1,15,1.15,1.46,18000000,14250000
52,1,0,1,1,21,1.05,1.46,14300000,14212989
62,1,0,1,1,19,1.15,1.46,15500000,14208333
58,1,0,1,1,23,1.15,1.46,20000000,14166667
53,1,0,1,1,23,1.05,1.46,14200000,14113598
52,1,0,1,1,29,1.05,1.46,14280000,14100240
64,1,0,1,1,18,1.05,1.46,14300000,14096002
67,1,0,1,1,15,1.15,1.46,16000000,14000000
62,1,0,1,1,19,1.15,1.46,16000000,14000000
59,1,0,1,1,23,1.15,1.46,16000000,14000000
69,1,0,1,1,15,1.15,1.46,16000000,14000000
54,1,0,1,1,26,1.15,1.46,16000000,14000000
69,1,0,1,1,20,1.15,1.46,15250000,13979167
57,1,0,1,1,30,1.05,1.46,14000000,13914815
66,1,0,1,1,15,1.05,1.46,14000000,13914815
59,1,0,1,1,20,1.05,1.46,14000000,13914815
54,1,0,1,1,29,1.05,1.46,14000000,13914815
56,1,0,1,1,21,1.05,1.46,14000000,13914815
63,1,0,1,1,16,1.15,1.46,14500000,13895833
66,1,0,1,1,18,1.15,1.46,18500000,13875000
68,0,0,1,1,19,1.05,1.46,14000000,13845855
64,0,0,1,1,19,1.05,1.46,13920000,13835301
55,1,0,1,1,28,1.05,1.46,14000000,13825503
64,1,0,1,1,15,1.05,1.46,13950000,13776126
53,1,0,1,1,24,1.15,1.46,15000000,13750000
60,1,0,1,1,15,1.15,1.46,15000000,13750000
52,1,0,1,1,24,1.15,1.46,15000000,13750000
54,1,0,1,1,29,1.15,1.46,15000000,13750000
60,1,0,1,1,16,1.15,1.46,15000000,13750000
66,0,0,1,1,15,1.05,1.46,13770000,13686214
54,1,0,1,1,20,1.15,1.46,17250000,13656250
70,1,0,1,1,16,1.05,1.46,13800000,13627996
66,1,0,1,1,15,1.05,1.46,13800000,13627996
67,1,0,1,1,17,1.05,1.46,13900000,13615182
70,1,0,1,1,19,1.15,1.46,14840000,13603333
57,1,0,1,1,22,1.05,1.46,13700000,13529242
67,1,0,1,1,17,1.05,1.46,13700000,13529242
54,1,0,1,1,28,1.05,1.46,13600000,13517249
63,1,0,1,1,20,1.15,1.46,18000000,13500000
52,0,0,1,1,29,1.05,1.46,13670000,13499616
59,1,0,1,1,29,1.05,1.46,14000000,13486764
69,1,0,1,1,15,1.05,1.46,13700000,13473170
54,1,0,1,1,21,1.05,1.46,13740000,13471145
62,1,0,1,1,15,1.15,1.46,17000000,13458333
56,1,0,1,1,23,1.15,1.46,17000000,13458333
59,1,0,1,1,27,1.05,1.46,13680000,13453501
69,1,0,1,1,18,1.05,1.46,13600000,13430489
54,1,0,1,1,29,1.05,1.46,13500000,13417857
68,1,0,1,1,18,1.05,1.46,13500000,13417857
66,1,0,1,1,18,1.05,1.46,13500000,13417857
61,1,0,1,1,15,1.05,1.46,13750000,13410632
59,1,0,1,1,26,1.15,1.46,14600000,13383333
51,1,0,1,1,27,1.05,1.46,13600000,13374825
51,1,0,1,1,29,1.05,1.46,13600000,13374825
62,1,0,1,1,18,1.05,1.46,13600000,13371346
61,1,0,1,1,19,1.05,1.46,13600000,13371346
55,1,0,1,1,22,1.05,1.46,13525000,13356424
55,1,0,1,1,20,1.15,1.46,16000000,13333333
61,1,0,1,1,16,1.15,1.46,16000000,13333333
69,1,0,1,1,15,1.36,1.46,80000000,13333333
60,1,0,1,1,15,1.02,1.46,40000000,13333333
57,1,0,1,1,26,1.05,1.46,13500000,13331735
58,1,0,1,1,27,1.05,1.46,13500000,13331735
69,1,0,1,1,15,1.05,1.46,13500000,13331735
70,1,0,1,1,20,1.05,1.46,13500000,13331735
60,1,0,1,1,18,1.05,1.46,13500000,13331735
60,1,0,1,1,19,1.05,1.46,13500000,13331735
64,1,0,1,1,18,1.05,1.46,13500000,13331735
53,1,0,1,1,28,1.05,1.46,13500000,13331735
54,1,0,1,1,22,1.05,1.46,13500000,13331735
60,1,0,1,1,17,1.05,1.46,13500000,13331735
69,1,0,1,1,19,1.05,1.46,13700000,13325933
61,1,0,1,1,17,1.05,1.46,13400000,13318465
54,1,0,1,1,20,1.05,1.46,13300000,7980000
70,1,0,1,1,17,1.05,1.46,13500000,7965888.6
69,1,0,1,1,18,1.05,1.46,13500000,7965888.6
64,1,0,1,1,19,1.05,1.46,13500000,7965888.6
53,1,0,1,1,30,1.05,1.46,13500000,7965888.6
53,1,0,1,1,23,1.05,1.46,13500000,7965888.6
56,1,0,1,1,28,1.05,1.46,13500000,7965888.6
67,1,0,1,1,17,1.05,1.46,13500000,7965888.6
60,1,0,1,1,17,1.05,1.46,13500000,7963816.2
52,1,0,1,1,22,1.05,1.46,13500000,7963816.2
68,1,0,1,1,19,1.05,1.46,13500000,7963816.2
68,1,0,1,1,17,1.05,1.46,13800000,7945336.2
56,1,0,1,1,27,1.05,1.46,13500000,7942571.4
58,0,0,1,1,28,1.05,1.46,13400000,7939789.2
50,1,0,1,1,29,1.05,1.46,13600000,7937198.4
62,0,0,1,1,17,1.05,1.46,13400000,7906882.2
68,1,0,1,1,18,1.05,1.46,13400000,7906882.2
64,1,0,1,1,15,1.05,1.46,13400000,7904824.8
50,0,0,1,1,23,1.05,1.46,13500000,7900081.2
51,1,0,1,1,27,1.05,1.46,13500000,7900081.2
62,1,0,1,1,15,1.05,1.46,13300000,7880536.8
64,0,0,1,1,16,1.05,1.46,13500000,7878836.4
53,0,0,1,1,24,1.05,1.46,13500000,7878836.4
57,1,0,1,1,25,1.05,1.46,13500000,7877089.2
66,1,0,1,1,19,1.15,1.46,15000000,7875000
69,1,0,1,1,19,1.15,1.46,15000000,7875000
70,0,0,1,1,17,1.05,1.46,13110000,7866000
68,1,0,1,1,19,1.05,1.46,13300000,7845833.4
69,1,0,1,1,15,1.05,1.46,13800000,7843618.8
62,1,0,1,1,19,1.05,1.46,13500000,7841811
53,1,0,1,1,29,1.05,1.46,13500000,7841439
64,1,0,1,1,16,1.05,1.46,13600000,7836165.6
64,1,0,1,1,18,1.05,1.46,13500000,7832530.2
53,1,0,1,1,29,1.05,1.46,14000000,7828501.2
62,0,0,1,1,19,1.05,1.46,13300000,7825599
65,1,0,1,1,18,1.05,1.46,13300000,7823853
50,0,0,1,1,29,1.05,1.46,13400000,7811721.6
69,1,0,1,1,17,1.05,1.46,13000000,7800000
69,0,0,1,1,20,1.05,1.46,13150000,7791658.8
66,1,0,1,1,17,1.05,1.46,13500000,7778546.4
52,0,0,1,1,25,1.05,1.46,13000000,7752539.4
60,1,0,1,1,19,1.05,1.46,13000000,7752539.4
51,1,0,1,1,21,1.05,1.46,13000000,7752539.4
58,1,0,1,1,27,1.05,1.46,13000000,7749935.4
61,1,0,1,1,15,1.05,1.46,13000000,7702780.2
52,1,0,1,1,25,1.05,1.46,13000000,7702780.2
67,1,0,1,1,19,1.05,1.46,13000000,7702780.2
70,1,0,1,1,18,1.15,1.46,16500000,7699999.8
64,1,0,1,1,17,1.05,1.46,12800000,7680000
56,1,0,1,1,21,1.05,1.46,12800000,7680000
